VB,machine_1.0,machine_2.0,machine_3.0,tool,C,torque_x_mean,torque_x_max,torque_x_min,torque_x_rms,torque_y_mean,torque_y_max,torque_y_min,torque_y_rms,torque_z_std,torque_z_min,f_sens_mean,f_sens_max,f_sens_min,f_sens_rms,fx_sens_mean,fx_sens_rms,fx_sens_skew,fy_sens_mean,fy_sens_max,fy_sens_rms,fz_sens_mean,fx_mean,fx_rms,fy_max,log_C
0.07643312101910828,1.0,0.0,0.0,1.0,0.010831721470019342,0.07005138163394614,0.06066570375299191,0.0754715626725124,0.07006677628731073,0.8829545924758407,0.7202570439001926,0.920127507087116,0.11467373735971494,0.039123640795529956,0.8339356205788868,0.01121442626198775,0.01121442626198775,0.01121442626198775,0.011214426335718362,0.06744098141673904,0.02010063477095628,0.5623511803171938,0.03213700626179929,0.014648575710946072,0.002294772724230402,0.9283421956520308,,,,0.29355628832379965
0.08280254777070063,1.0,0.0,0.0,1.0,0.011605415860735008,0.16200745848688314,0.15851268895835738,0.16352182141758567,0.16226772327796854,0.8833830307174779,0.7041792349372507,0.9169329977780937,0.11471538411196275,0.07913791858570969,0.8592059513577379,0.013923110316953605,0.013923110316953605,0.013923110316953605,0.013923100076944207,0.07190588857482648,0.02376240122763645,0.5620989086003118,0.033260591326090265,0.015452237984622032,0.0021035392519328485,0.9282404276961337,,,,0.30297766843986246
0.08917197452229299,1.0,0.0,0.0,1.0,0.012379110251450677,0.20495146747604592,0.19373810182851958,0.21802913969901658,0.205037432311347,0.8811268004948821,0.7170405980413513,0.9137386511388593,0.11687109933543686,0.05266298871265987,0.8808669701263074,0.01733366041638293,0.01733366041638293,0.01733366041638293,0.01733366165742318,0.07651848097179538,0.028272994691496283,0.561919818882227,0.03531795311852718,0.0240897828420866,0.0019954382883970024,0.9282137180058581,,,,0.3118825425595305
0.09554140127388536,1.0,0.0,0.0,1.0,0.013152804642166345,0.17612403232849008,0.17221198927164308,0.19077550724364256,0.17626240275911226,0.8772037396085416,0.7266869887303655,0.8594245100751973,0.12062208348785605,0.04042523321275548,0.8772561876283459,0.019742295264625332,0.019742295264625332,0.019742295264625332,0.019742297836425803,0.08052734197341296,0.031626973005527706,0.5618059940760387,0.03671312217108391,0.016939596631175856,0.0015109388339186575,0.9284690899651498,,,,0.320324611934282
0.09554140127388536,1.0,0.0,0.0,1.0,0.013926499032882012,0.17453730921221927,0.16829776112606695,0.19916190949308873,0.17451666431315185,0.8744477967603024,0.659163563635048,0.840256315532541,0.12330929059715498,0.07606744983752449,0.8592059513577379,0.021990301959528852,0.021990301959528852,0.021990301959528852,0.0219903019162604,0.08453186343547936,0.034688096363622536,0.561540964447488,0.037773675171840715,0.019241483966071664,0.001790307188934781,0.9267857482142797,,,,0.32834961506076454
0.10191082802547771,1.0,0.0,0.0,1.0,0.014700193423597678,0.21194027974572122,0.20743655520821322,0.23689722383587003,0.21185933608861626,0.8749968075015501,0.7202570439001926,0.8945689925681053,0.12293268496611745,0.09491512468769688,0.8555951688597764,0.02411078353381697,0.02411078353381697,0.02411078353381697,0.02411078181387288,0.08713519266259381,0.03779712929147915,0.5615830705853784,0.039653729142539736,0.02289597957680838,0.0,0.9256777151854141,,,,0.33599682808806874
0.10828025477707007,1.0,0.0,0.0,1.0,0.01528046421663443,0.26203864546298583,0.2465753492903592,0.293501582987796,0.26169945721317844,0.8744305721175009,0.6816713992861494,0.942491512297104,0.12278136843295175,0.07332384804664517,0.8267147908268037,0.02598621129749343,0.02598621129749343,0.02598621129749343,0.02598621616450136,0.08956885716478834,0.03987304786495013,0.561412423705139,0.041198662197451934,0.026012520226640124,0.001971608271668952,0.9234081573070573,,,,0.3415049245013996
0.11464968152866242,1.0,0.0,0.0,1.0,0.016054158607350096,0.19580377262679005,0.1839529798411869,0.22641554194846275,0.1956721225450845,0.8743234625570916,0.6881028175600771,0.8370605048652093,0.12349531275719353,0.040603786444298004,0.8664253106221412,0.029114979870687202,0.029114979870687202,0.029114979870687202,0.029114984758265596,0.093557683019517,0.04300660103398308,0.561234587694839,0.04133887482990905,0.020491574064270244,0.006233659826270022,0.9225403459133594,,,,0.34857009342058626
0.12101910828025478,1.0,0.0,0.0,1.0,0.016827852998065766,0.11553683829095786,0.11350295121483159,0.12788269401437385,0.11567789354693243,0.8679713310669402,0.7170405980413513,0.9009580111861507,0.13016573424215808,0.03826504905254834,0.9097473481592803,0.029773055177291487,0.029773055177291487,0.029773055177291487,0.029773057439347758,0.09488127076145617,0.04353926086431743,0.5610603840519226,0.042421356577413576,0.023609296105924278,0.006810671843665444,0.920427982996369,,,,0.35534079323916967
0.12738853503184713,1.0,0.0,0.0,1.0,0.017601547388781433,0.1927221627928986,0.1761253704836271,0.20125804306197537,0.19281752286393342,0.8658645790663574,0.774919024033423,0.8370605048652093,0.1323123268437117,0.07811872326434902,0.8628159986118595,0.0326726752648393,0.0326726752648393,0.0326726752648393,0.03267267698242047,0.09793275607312928,0.04707618999249275,0.5610879600957048,0.04380962171756419,0.018357778982008324,0.00712539207673652,0.9188142975512896,,,,0.36184059131608526
0.1337579617834395,1.0,0.0,0.0,1.0,0.0183752417794971,0.22594501887788596,0.19569476752470008,0.264150856291244,0.22560233922927317,0.8646285624570501,0.6752399810122216,0.9041538218534824,0.13299830834858734,0.08472176999966637,0.8592059513577379,0.03342384421004697,0.03342384421004697,0.03342384421004697,0.03342385100441789,0.09888773656267216,0.04805725666513618,0.5610027406003457,0.045551287543953836,0.027142221035063814,0.006868471693956015,0.916010152621302,,,,0.368090334273146
0.1592356687898089,1.0,0.0,0.0,1.0,0.022243713733075435,0.14124947160307394,0.13307234825590467,0.15932950090912956,0.141269108328799,0.8600565087074532,0.6881028175600771,0.862620320742529,0.13814862337652042,0.04304003411404383,0.884477017380429,0.03590792415792851,0.03590792415792851,0.03590792415792851,0.03590793096863128,0.10671883018637815,0.051458681902869396,0.5599499555240715,0.04770488708421402,0.02808878562446921,0.011763900008960375,0.9034490126811111,,,,0.39617267366249925
0.16560509554140126,1.0,0.0,0.0,1.0,0.023017408123791102,0.23698522919570533,0.2211350584075297,0.2557653613434063,0.2368819160681737,0.8586979397545353,0.7009641806641778,0.897763501877128,0.1395152318038399,0.0562452920903132,0.8447642918535717,0.03579659890533378,0.03579659890533378,0.03579659890533378,0.03579658505220754,0.1073212089979733,0.05113536941465403,0.5597941030265117,0.048005527431530234,0.027806071049655365,0.012105141989393957,0.9001182077133446,,,,0.401250377038133
0.17197452229299362,1.0,0.0,0.0,1.0,0.02379110251450677,0.26299217531028285,0.24461868359417893,0.27253640460976464,0.2628424396525994,0.8576947527996482,0.6848863717012358,0.9041538218534824,0.14048560113120517,0.07320553126378179,0.797832942306151,0.035875524421887184,0.035875524421887184,0.035875524421887184,0.035875527475450184,0.10784888573586585,0.05109021001869293,0.5596715820239552,0.04814774145975977,0.020906196499126305,0.012372542273255774,0.8986927629757869,,,,0.40617418669376715
0.17834394904458598,1.0,0.0,0.0,1.0,0.024564796905222435,0.2553706372646134,0.24266196807837542,0.2997900370651387,0.2550462898020342,0.8586615106249321,0.707394207352337,0.8881788352615396,0.13905374612536472,0.06212461204425485,0.8267147908268037,0.0350113831874103,0.0350113831874103,0.0350113831874103,0.03501138736236998,0.10726566852748379,0.049791562528465574,0.559618995062616,0.04853110726022569,0.025341827699875533,0.01391069990664567,0.8962213870502564,,,,0.4109531572198477
0.18471337579617833,1.0,0.0,0.0,1.0,0.0253384912959381,0.1869167830291322,0.1800395986292031,0.19077550724364256,0.18706204953972988,0.8567202735827636,0.723472016315279,0.8594245100751973,0.14175047249232056,0.07362290112697659,0.8303248380809253,0.03617223146659958,0.03617223146659958,0.03617223146659958,0.03617223076518666,0.1095668925368824,0.05192209903956729,0.5595032744239116,0.049689435996902405,0.029775837047689543,0.012156926448822209,0.8939614740503717,,,,0.4155955668781391
0.18471337579617833,1.0,0.0,0.0,1.0,0.025918762088974853,0.30045394607187986,0.27984329935037205,0.345911807028049,0.300081449443827,0.8503010253810065,0.6527321453611203,0.9329081470398249,0.14681729569789057,0.0650150182807517,0.8194939610747205,0.035992650369338935,0.035992650369338935,0.035992650369338935,0.035992649666745334,0.11021610456103638,0.05229514597922537,0.5594484647591504,0.04965066983096258,0.026110961578167394,0.009507067179783862,0.8921049694760294,,,,0.4189923446205989
0.1910828025477707,1.0,0.0,0.0,1.0,0.02669245647969052,0.3110976184557086,0.2994134436857912,0.3354301251406418,0.31091983963137887,0.8468731234791085,0.659163563635048,0.9041538218534824,0.15128777707485117,0.07011932287978973,0.8375456678330098,0.03622831486868969,0.03622831486868969,0.03622831486868969,0.03622830289686524,0.11099634813657354,0.052843792801186194,0.5594024044420216,0.05048162505652936,0.03162573957774257,0.008093966483370905,0.8909548901582873,,,,0.4234136591862884
0.19745222929936307,1.0,0.0,0.0,1.0,0.027466150870406186,0.24783787094139478,0.2367910742366189,0.264150856291244,0.24786904770004128,0.847370658276352,0.7041792349372507,0.8370605048652093,0.15110770445084795,0.0634452860747537,0.823105478816522,0.035385458878243,0.035385458878243,0.035385458878243,0.03538545986227435,0.11050902348074133,0.05144996873540736,0.5592508679083036,0.050852970989521996,0.02459092686300284,0.009382031950312003,0.8901889812520535,,,,0.42771783895084337
0.21656050955414013,1.0,0.0,0.0,1.0,0.031914893617021274,0.166191157048241,0.1565559734425539,0.134172055393325,0.16614450490989588,0.8685617205477915,0.6623786179081209,0.929712336372493,0.1284421536527177,0.044790340908922664,0.8158846490644388,0.03940913941852874,0.03940913941852874,0.03940913941852874,0.03940915188764084,0.10024849217907895,0.05599456668467214,0.5611115754646769,0.0401180767683372,0.025367294205385794,0.01174608538309466,0.9128606755082468,,,,0.4504715844826642
0.21656050955414013,1.0,0.0,0.0,1.0,0.03268858800773695,0.17642701972290548,0.18199626432538352,0.14046141677227614,0.17703581672166485,0.870676193939975,0.7266869887303655,0.8913746459288713,0.12692799673172123,0.030258695198745578,0.7797834412793829,0.04134092108301917,0.04134092108301917,0.04134092108301917,0.04134091665866167,0.10520579618208442,0.05903774965666518,0.5607659575740489,0.039207211835108585,0.0230201750993402,0.011486371967989155,0.9114895504778789,,,,0.45412282318122493
0.2229299363057325,1.0,0.0,0.0,1.0,0.03346228239845261,0.17799088762684254,0.18786715816714006,0.16561891565876355,0.17866729847157262,0.869385731620663,0.6784563450130765,0.897763501877128,0.1280829999940505,0.05159670924103365,0.7942236302958693,0.044044826327196,0.044044826327196,0.044044826327196,0.04404482379907899,0.10943679088683168,0.0629133871058281,0.5604801409451606,0.04120797139681999,0.02675553715103401,0.010475390744136897,0.9104248262649001,,,,0.45769380834225
0.2229299363057325,1.0,0.0,0.0,1.0,0.03423597678916828,0.13517632224935183,0.12524478871796774,0.13626818896221163,0.13520129874547707,0.8654381206687204,0.6173629466059183,0.952076341582481,0.13124022045014194,0.04525687018258368,0.7797834412793829,0.04540985305427329,0.04540985305427329,0.04540985305427329,0.04540985617052089,0.11237798426471686,0.06500315935853813,0.5602695452999917,0.04153325362174031,0.02347784919355838,0.010131206190787513,0.9090859577647874,,,,0.4611879921388215
0.2229299363057325,1.0,0.0,0.0,1.0,0.03481624758220503,0.17899137454675257,0.19178138631271627,0.15932950090912956,0.179862111903112,0.8659225884955624,0.6784563450130765,0.9169329977780937,0.13184171854331564,0.0328588345214738,0.7870042710314674,0.0459500089505022,0.0459500089505022,0.0459500089505022,0.04595000831337446,0.11290633729448757,0.06530475318449566,0.560328528057247,0.04275441083452235,0.02357832725092957,0.011413396159677035,0.9096348569053956,,,,0.4637601822892108
0.22929936305732485,1.0,0.0,0.0,1.0,0.035589941972920695,0.23018060915997435,0.21330749886959274,0.2138368191905605,0.22994326272148338,0.8661152273167791,0.6655935903232073,0.968051328174424,0.13071031510726028,0.063404670267971,0.7725626115272998,0.04710795387672162,0.04710795387672162,0.04710795387672162,0.04710794009796327,0.11597540619499142,0.06726629537092804,0.5600913730189444,0.04353908029395429,0.025165484483835397,0.010400241773368103,0.9091068205062038,,,,0.46712762478725145
0.22929936305732485,1.0,0.0,0.0,1.0,0.03636363636363636,0.1755336925826421,0.1839529798411869,0.17819763841666583,0.1759181784948228,0.865722426267145,0.6945328442482364,0.929712336372493,0.13190280044661226,0.0,0.8267147908268037,0.04572173808293831,0.04572173808293831,0.04572173808293831,0.04572172805199286,0.11389149730909098,0.06537127140689024,0.5602170962134064,0.04483268138427005,0.022704413136954153,0.009875911458945752,0.9074434411701117,,,,0.47042668807137245
0.24203821656050956,1.0,0.0,0.0,1.0,0.04061895551257253,0.17265897436403554,0.17808208599943037,0.17190827703771472,0.17327422661330324,0.8653769434891146,0.6977478166633229,0.8881788352615396,0.13260266420223668,0.05845776202700215,0.7400729214840454,0.04249378664431188,0.04249378664431188,0.04249378664431188,0.04249377659214388,0.11428078782142605,0.06255421954796805,0.559636390078564,0.04558439923324048,0.022236739038980095,0.004551588669791832,0.9044287232925348,,,,0.48746329171629726
0.24203821656050956,1.0,0.0,0.0,1.0,0.041392649903288205,0.24278603791700504,0.24853291173975514,0.24528277215439062,0.24323365354118637,0.8643604915794268,0.6688099543240623,0.920127507087116,0.13369420574685523,0.03711473501851464,0.7906143182855877,0.04439671511158552,0.04439671511158552,0.04439671511158552,0.04439670695039196,0.11629892732218064,0.06485917362366397,0.559643683231457,0.04673024756797781,0.02787266091674845,0.0054560487540917186,0.9022350619149455,,,,0.4903776888634948
0.2484076433121019,1.0,0.0,0.0,1.0,0.041972920696324946,0.16948994334296752,0.19373810182851958,0.16561891565876355,0.17035559124750083,0.8617263091371982,0.7331184070042933,0.856230000766175,0.136432777183926,0.08139855072991088,0.7797834412793829,0.044924488177342334,0.044924488177342334,0.044924488177342334,0.044924508196569256,0.11744028258179834,0.06544557750462698,0.5595639694513265,0.04760322143284388,0.024871588513443406,0.006098803156705405,0.9030510062153998,,,,0.4925296843578571
0.2484076433121019,1.0,0.0,0.0,1.0,0.04274661508704062,0.10310251196444395,0.11154628551865117,0.10691842293795097,0.10346779978840699,0.8582835584052994,0.6752399810122216,0.9233233177544476,0.1393472565697752,0.07861891487554856,0.7725626115272998,0.045857047555719434,0.045857047555719434,0.045857047555719434,0.04585707133800434,0.11930594644286817,0.0667383134063108,0.5593192875132378,0.0482125914441053,0.02565222901150727,0.00591754548898146,0.9031661859336362,,,,0.49535537792006823
0.2484076433121019,1.0,0.0,0.0,1.0,0.043520309477756286,0.19438685334942615,0.21917839271134928,0.18658318673518648,0.1952693157566372,0.8553971438374491,0.707394207352337,0.9137386511388593,0.14281603439625107,0.09204269505579474,0.7689532995170182,0.04951659473604676,0.04951659473604676,0.04951659473604676,0.04951659975775806,0.12485661203242729,0.07169757073806848,0.5591109918625476,0.0483416937851826,0.026976143294496845,0.0054837620022906335,0.9043683703620087,,,,0.4981327666554503
0.25477707006369427,1.0,0.0,0.0,1.0,0.04429400386847195,0.23010939439608893,0.24266196807837542,0.22431850107796772,0.23073957995810832,0.8532806906012651,0.6977478166633229,0.8690091766907857,0.14485037908460408,0.05752297858808488,0.8194939610747205,0.051921172103430585,0.051921172103430585,0.051921172103430585,0.051921173759716964,0.12721551810326276,0.0747271056512936,0.5589864074229894,0.04972791155820588,0.029924111964668598,0.005536836852300818,0.9039232674993798,,,,0.5008634743723055
0.25477707006369427,1.0,0.0,0.0,1.0,0.045067698259187626,0.20105880926629263,0.21917839271134928,0.20545127087203988,0.2019479312500841,0.8490014557792936,0.6720250085971351,0.8881788352615396,0.14931411765405833,0.07920133530326749,0.761732469764935,0.05354801755091896,0.05354801755091896,0.05354801755091896,0.053548016963745254,0.13088643041762493,0.0771568199478176,0.558715388752468,0.050437656739231916,0.033012278724202,0.005332979259805429,0.9028359419831998,,,,0.5035490443519933
0.25477707006369427,1.0,0.0,0.0,1.0,0.045841392649903286,0.20452895770985788,0.20939327072401656,0.20545127087203988,0.2050606991294523,0.8517391840627313,0.6816713992861494,0.8594245100751973,0.14597523803102094,0.07109458736833302,0.7906143182855877,0.058692753002565864,0.058692753002565864,0.058692753002565864,0.05869275244921685,0.13595963394124083,0.08339112982074626,0.5587431011095685,0.052650835565906176,0.0297626863812053,0.006254130003595002,0.9056093619730756,,,,0.5061909445870528
0.2611464968152866,1.0,0.0,0.0,1.0,0.04661508704061896,0.236909547276682,0.24070445544860278,0.24318658521482117,0.2374826985499631,0.8478260223963916,0.6688099543240623,0.9009580111861507,0.14991204602561084,0.09095590554504435,0.7653432522628966,0.05885298442444303,0.05885298442444303,0.05885298442444303,0.058852985374918156,0.13805954840158982,0.08405978189014147,0.5584062253058977,0.05260335495500236,0.03205409654613955,0.005629600257499261,0.9040973409980728,,,,0.5087905726002186
0.2611464968152866,1.0,0.0,0.0,1.0,0.04719535783365571,0.2929041422267398,0.2974559310560188,0.3039832648752032,0.29314253642282745,0.8470885305063276,0.6848863717012358,0.8690091766907857,0.15061210809910347,0.09514550552139177,0.761732469764935,0.061576509842727244,0.061576509842727244,0.061576509842727244,0.06157652245758142,0.1421226536475972,0.08707867594398816,0.5581515027130254,0.05383036735865677,0.027469387184404916,0.008516867274163259,0.9029958586216459,,,,0.5107133558056105
0.2611464968152866,1.0,0.0,0.0,1.0,0.047969052224371374,0.21683903479113922,0.22504928655310572,0.21174063225099102,0.2175584600877211,0.8466967193786936,0.6977478166633229,0.9041538218534824,0.1515261551520008,0.10410577833024613,0.7400729214840454,0.0640796208786063,0.0640796208786063,0.0640796208786063,0.06407962186344458,0.14456043225871684,0.089824223284092,0.5580816746932779,0.05588882917994318,0.03787524683321264,0.009465711970591642,0.9046829569078007,,,,0.5132421739314228
0.267515923566879,1.0,0.0,0.0,1.0,0.04874274661508704,0.14131725808510928,0.15264174529697774,0.11530391788578873,0.14215651931309498,0.8458406348330193,0.659163563635048,0.8434508248415636,0.15220460057789795,0.10099030069199681,0.7725626115272998,0.06554658955810011,0.06554658955810011,0.06554658955810011,0.06554660783444614,0.14618857677642996,0.0915072268398868,0.5580270603640968,0.055756352869782755,0.030607753706710743,0.010326855934403786,0.9026455694677754,,,,0.5157322346950158
0.267515923566879,1.0,0.0,0.0,1.0,0.04951644100580271,0.2468273588942565,0.2367910742366189,0.25995853578278794,0.24683881584567952,0.8406981880269729,0.6655935903232073,0.9329081470398249,0.15692337592540082,0.101607488465933,0.7725626115272998,0.06808056149283555,0.06808056149283555,0.06808056149283555,0.06808056100120782,0.14953472809515972,0.09460795784122353,0.5578047669126572,0.05672283329144055,0.034282129820006085,0.012145144097433896,0.9032100225272074,,,,0.5181847081976421
0.267515923566879,1.0,0.0,0.0,1.0,0.05029013539651837,0.24279393335399305,0.24853291173975514,0.24318658521482117,0.24316556693731137,0.8438544553320468,0.6977478166633229,0.8785940059761627,0.1542595703245072,0.09825330200175557,0.7581224225108134,0.0672807568770694,0.0672807568770694,0.0672807568770694,0.0672807582586466,0.1495100997992653,0.09382061135489704,0.557586157199829,0.056622230317194044,0.03081127917794523,0.010677784286009415,0.9013632249228296,,,,0.520600712338793
0.2802547770700637,1.0,0.0,0.0,1.0,0.05415860735009671,0.18103405914908174,0.17221198927164308,0.18238995892512191,0.18126643056732242,0.8354555611145175,0.6302243915680054,0.8913746459288713,0.16217086670857792,0.081234982494102,0.761732469764935,0.07321931591714276,0.07321931591714276,0.07321931591714276,0.07321933236547072,0.15972520682978153,0.10179321098778224,0.5567947889026656,0.0600663980697219,0.036303393916767665,0.010246376565156354,0.8963114300626888,,,,0.5321695326105198
0.2802547770700637,1.0,0.0,0.0,1.0,0.05493230174081237,0.28094608735906246,0.264188080635252,0.3060793984440898,0.2808931799087494,0.8354058670301135,0.6334393639830918,0.8945689925681053,0.16226586096727563,0.06712267410159632,0.7870042710314674,0.07430193596537814,0.07430193596537814,0.07430193596537814,0.07430193776880957,0.16213506022210103,0.1024313798223398,0.5564332485078298,0.06118547629939819,0.032590007972346145,0.013570417880327257,0.8967847742057371,,,,0.534387632380557
0.28662420382165604,1.0,0.0,0.0,1.0,0.055705996131528046,0.3216440003561258,0.29549931517946126,0.3584905297859513,0.3213103435704043,0.8329480886883002,0.6270093372949326,0.8881788352615396,0.1645171654030514,0.09458903932189537,0.7328520917319623,0.07357306813718593,0.07357306813718593,0.07357306813718593,0.0735730470185722,0.16271703756203995,0.10272413196804081,0.5563839903708148,0.061955835122323645,0.0294105189420643,0.008607640824726013,0.8952387477901121,,,,0.5365758578438083
0.28662420382165604,1.0,0.0,0.0,1.0,0.05647969052224372,0.2786848238169597,0.264188080635252,0.2976939034962521,0.278753100056822,0.834063532797997,0.6720250085971351,0.8722051500279062,0.16369672438377686,0.08117407225964389,0.7581224225108134,0.074331005561574,0.074331005561574,0.074331005561574,0.07433100698950391,0.16413212195932125,0.10380734060969345,0.5563035550513437,0.06201699262176992,0.02689591279061172,0.008405452298179593,0.8945624886501927,,,,0.5387350030373131
0.28662420382165604,1.0,0.0,0.0,1.0,0.05725338491295938,0.2383606974288821,0.2270059522492862,0.25786149491229293,0.2383765494571275,0.830303017104071,0.6720250085971351,0.8913746459288713,0.16747824948784418,0.08943150564628476,0.7653432522628966,0.07613541238251788,0.07613541238251788,0.07613541238251788,0.07613541194384775,0.16738139446651226,0.10613128887640547,0.556004745327373,0.06297614143323758,0.03381491666970835,0.009255701506368199,0.8920592390919426,,,,0.5408658307554822
0.2929936305732484,1.0,0.0,0.0,1.0,0.05783365570599613,0.3320289932912679,0.3111544342553351,0.36477989116490245,0.33186241686462076,0.8266502049237535,0.7009641806641778,0.9009580111861507,0.17083239958670599,0.08675258729022767,0.7653432522628966,0.07760253735016327,0.07760253735016327,0.07760253735016327,0.07760253879960226,0.1700979744043813,0.10826773697605073,0.5557023311857142,0.06355393979560166,0.0357198341585378,0.008283883033691382,0.8915836803523354,,,,0.542445810318822
0.2929936305732484,1.0,0.0,0.0,1.0,0.0586073500967118,0.36399491658522765,0.33268139374580397,0.4255765708252845,0.3635468893121119,0.8207401725988406,0.6688099543240623,0.9233233177544476,0.17620403735515364,0.07744922276249985,0.7833934885335045,0.07786735560086841,0.07786735560086841,0.07786735560086841,0.07786735517358516,0.17044491213784993,0.10809491297010748,0.5556849903515778,0.06429994816647641,0.035574080796069614,0.010554731675338224,0.8910047392780307,,,,0.544528829680291
0.2929936305732484,1.0,0.0,0.0,1.0,0.05938104448742747,0.3096926981648199,0.2876716560022782,0.33962239227841506,0.309478491410675,0.8271196259361943,0.6527321453611203,0.8690091766907857,0.17065728490939816,0.09603657373894046,0.761732469764935,0.07845454821964357,0.07845454821964357,0.07845454821964357,0.07845456282392779,0.1710794711713116,0.10816500384818711,0.5556064643554256,0.0643456728358063,0.028781773507452285,0.0138558763965011,0.8916376378591533,,,,0.546585480999473
